Artist Name,Artist Slug,Death Year,Artwork Title,Artwork Slug,WikiArt URL,Image URL,Museum Location,Notes
"Claude Monet",claude-monet,1926,"Villas at Bordighera",villas-at-bordighera-02,https://www.wikiart.org/en/claude-monet/villas-at-bordighera-02,https://uploads2.wikiart.org/images/claude-monet/villas-at-bordighera-02.jpg,"Art Institute of Chicago","Known location"
"Claude Monet",claude-monet,1926,"Villas at Bordighera 03",villas-at-bordighera-03,https://www.wikiart.org/en/claude-monet/villas-at-bordighera-03,https://uploads2.wikiart.org/images/claude-monet/villas-at-bordighera-03.jpg,"Art Institute of Chicago","Known location"
"Claude Monet",claude-monet,1926,"Tulip Fields at Sassenheim, near Leiden",tulip-fields-at-sassenheim-near-leiden-1886,https://www.wikiart.org/en/claude-monet/tulip-fields-at-sassenheim-near-leiden-1886,https://uploads2.wikiart.org/images/claude-monet/tulip-fields-at-sassenheim-near-leiden-1886.jpg,"Musée Marmottan Monet, Paris","Known location"
"Claude Monet",claude-monet,1926,"Woman with a Parasol (also known as Study of a Figure Outdoors (Facing Left))",woman-with-a-parasol-also-known-as-study-of-a-figure-outdoors-facing-left,https://www.wikiart.org/en/claude-monet/woman-with-a-parasol-also-known-as-study-of-a-figure-outdoors-facing-left,https://uploads2.wikiart.org/images/claude-monet/woman-with-a-parasol-also-known-as-study-of-a-figure-outdoors-facing-left.jpg,"National Gallery of Art, Washington DC","Known location"
"Claude Monet",claude-monet,1926,"Woman with a Parasol, Facing Right (also known as Study of a Figure Outdoors (Facing Right))",woman-with-a-parasol-facing-right-also-known-as-study-of-a-figure-outdoors-facing-right,https://www.wikiart.org/en/claude-monet/woman-with-a-parasol-facing-right-also-known-as-study-of-a-figure-outdoors-facing-right,https://uploads2.wikiart.org/images/claude-monet/woman-with-a-parasol-facing-right-also-known-as-study-of-a-figure-outdoors-facing-right.jpg,"National Gallery of Art, Washington DC","Known location"
"Claude Monet",claude-monet,1926,"Saint-Lazare Station, Exterior View",saint-lazare-station-exterior-view-2,https://www.wikiart.org/en/claude-monet/saint-lazare-station-exterior-view-2,https://uploads2.wikiart.org/images/claude-monet/saint-lazare-station-exterior-view-2.jpg,"Musée d'Orsay, Paris","Known location"
"Claude Monet",claude-monet,1926,"Antibes - View of the Salis Gardens",antibes-view-of-the-salis-gardens,https://www.wikiart.org/en/claude-monet/antibes-view-of-the-salis-gardens,https://uploads2.wikiart.org/images/claude-monet/antibes-view-of-the-salis-gardens.jpg,"Courtauld Gallery, London","Known location"
"Claude Monet",claude-monet,1926,"Antibes in the Morning",antibes-in-the-morning,https://www.wikiart.org/en/claude-monet/antibes-in-the-morning,https://uploads2.wikiart.org/images/claude-monet/antibes-in-the-morning.jpg,"Courtauld Gallery, London","Known location"
"Claude Monet",claude-monet,1926,"Antibes Seen from the Cape, Mistral Wind",antibes-seen-from-the-cape-mistral-wind,https://www.wikiart.org/en/claude-monet/antibes-seen-from-the-cape-mistral-wind,https://uploads2.wikiart.org/images/claude-monet/antibes-seen-from-the-cape-mistral-wind.jpg,"Courtauld Gallery, London","Known location"
"Claude Monet",claude-monet,1926,"Antibes Seen from the Salis Gardens 01",antibes-seen-from-the-salis-gardens-01,https://www.wikiart.org/en/claude-monet/antibes-seen-from-the-salis-gardens-01,https://uploads2.wikiart.org/images/claude-monet/antibes-seen-from-the-salis-gardens-01.jpg,"Courtauld Gallery, London","Known location"
"Claude Monet",claude-monet,1926,"Antibes Seen from the Salis Gardens 02",antibes-seen-from-the-salis-gardens-02,https://www.wikiart.org/en/claude-monet/antibes-seen-from-the-salis-gardens-02,https://uploads2.wikiart.org/images/claude-monet/antibes-seen-from-the-salis-gardens-02.jpg,"Courtauld Gallery, London","Known location"
"Claude Monet",claude-monet,1926,"Antibes, Afternoon Effect",antibes-afternoon-effect,https://www.wikiart.org/en/claude-monet/antibes-afternoon-effect,https://uploads2.wikiart.org/images/claude-monet/antibes-afternoon-effect.jpg,"Courtauld Gallery, London","Known location"
