Artist Name,Artist Slug,Death Year,Artwork Title,Artwork Slug,WikiArt URL,Image URL,Museum Location,Notes
"Rembrandt van Rijn",rembrandt,1669,"Christ appearing to the apostles",christ-appearing-to-the-apostles-1656,https://www.wikiart.org/en/rembrandt/christ-appearing-to-the-apostles-1656,https://uploads2.wikiart.org/images/rembrandt/christ-appearing-to-the-apostles-1656.jpg,"Cleveland Museum of Art","Cleveland API"
"Rembrandt van Rijn",rembrandt,1669,"St. Francis beneath a tree praying",st-francis-beneath-a-tree-praying-1657,https://www.wikiart.org/en/rembrandt/st-francis-beneath-a-tree-praying-1657,https://uploads2.wikiart.org/images/rembrandt/st-francis-beneath-a-tree-praying-1657.jpg,"Cleveland Museum of Art","Cleveland API"
"Rembrandt van Rijn",rembrandt,1669,"The agony in the garden",the-agony-in-the-garden-1657,https://www.wikiart.org/en/rembrandt/the-agony-in-the-garden-1657,https://uploads2.wikiart.org/images/rembrandt/the-agony-in-the-garden-1657.jpg,"National Gallery, London","Wikipedia"
"Rembrandt van Rijn",rembrandt,1669,"Christ and the woman of Samaria an arched print",christ-and-the-woman-of-samaria-an-arched-print-1658,https://www.wikiart.org/en/rembrandt/christ-and-the-woman-of-samaria-an-arched-print-1658,https://uploads2.wikiart.org/images/rembrandt/christ-and-the-woman-of-samaria-an-arched-print-1658.jpg,"Art Institute of Chicago","AIC API"
"Rembrandt van Rijn",rembrandt,1669,"Seated naked woman (Woman bathing her feet at a brook)",seated-naked-woman-woman-bathing-her-feet-at-a-brook-1658,https://www.wikiart.org/en/rembrandt/seated-naked-woman-woman-bathing-her-feet-at-a-brook-1658,https://uploads2.wikiart.org/images/rembrandt/seated-naked-woman-woman-bathing-her-feet-at-a-brook-1658.jpg,"Art Institute of Chicago","AIC API"
"Rembrandt van Rijn",rembrandt,1669,"The phoenix or the statue overthrown",the-phoenix-or-the-statue-overthrown-1658,https://www.wikiart.org/en/rembrandt/the-phoenix-or-the-statue-overthrown-1658,https://uploads2.wikiart.org/images/rembrandt/the-phoenix-or-the-statue-overthrown-1658.jpg,"Art Institute of Chicago","AIC API"
"Rembrandt van Rijn",rembrandt,1669,"Woman Sitting Half Dressed Beside a Stove",woman-sitting-half-dressed-beside-a-stove-1658,https://www.wikiart.org/en/rembrandt/woman-sitting-half-dressed-beside-a-stove-1658,https://uploads2.wikiart.org/images/rembrandt/woman-sitting-half-dressed-beside-a-stove-1658.jpg,"Cleveland Museum of Art","Cleveland API"
"Rembrandt van Rijn",rembrandt,1669,"Peter and John healing the cripple at the gate of the Temple",peter-and-john-healing-the-cripple-at-the-gate-of-the-temple-1659,https://www.wikiart.org/en/rembrandt/peter-and-john-healing-the-cripple-at-the-gate-of-the-temple-1659,https://uploads2.wikiart.org/images/rembrandt/peter-and-john-healing-the-cripple-at-the-gate-of-the-temple-1659.jpg,"Art Institute of Chicago","AIC API"
"Rembrandt van Rijn",rembrandt,1669,"Mater Dolorosa",mater-dolorosa-1660,https://www.wikiart.org/en/rembrandt/mater-dolorosa-1660,https://uploads2.wikiart.org/images/rembrandt/mater-dolorosa-1660.jpg,"National Gallery, London","Wikipedia"
"Rembrandt van Rijn",rembrandt,1669,"The Circumcision",the-circumcision-1661,https://www.wikiart.org/en/rembrandt/the-circumcision-1661,https://uploads2.wikiart.org/images/rembrandt/the-circumcision-1661.jpg,"Cleveland Museum of Art","Cleveland API"
"Rembrandt van Rijn",rembrandt,1669,"The Return of the Prodigal Son",the-return-of-the-prodigal-son-1669,https://www.wikiart.org/en/rembrandt/the-return-of-the-prodigal-son-1669,https://uploads2.wikiart.org/images/rembrandt/the-return-of-the-prodigal-son-1669.jpg,"Cleveland Museum of Art","Cleveland API"
"Rembrandt van Rijn",rembrandt,1669,"Christ Crowned with Thorns",christ-crowned-with-thorns,https://www.wikiart.org/en/rembrandt/christ-crowned-with-thorns,https://uploads2.wikiart.org/images/rembrandt/christ-crowned-with-thorns.jpg,"Philadelphia Museum of Art","Wikipedia"
"Rembrandt van Rijn",rembrandt,1669,"Woman suckling a child",woman-suckling-a-child,https://www.wikiart.org/en/rembrandt/woman-suckling-a-child,https://uploads2.wikiart.org/images/rembrandt/woman-suckling-a-child.jpg,"Frick Collection in New York City","Wikipedia"
